Book,Chapter,Verse,Source (Yami),Source (Cleaned),Translation (Tagalog),Reference (Tagalog),Reference (Cleaned),BLEU
Revelation,20,9,Makakaday sira o tao do peycyamahamahatawan a omlimot so yanan da ili no omanop ji Ama ta do to a tao. Am amyan so apoy a nipeyhekas ni Ama ta do to a itemtem na sira.,makakaday sira o tao do peycyamahamahatawan a omlimot so yanan da ili no omanop ji ama ta do to a tao am amyan so apoy a nipeyhekas ni ama ta do to a itemtem na sira,at silay nagsisilapit sa mga bansa at sinidlan ang lunsod ng mga matuwid na tao at silay sinusunog ng apoy mula sa langit at silay sinusunog,"Umakyat sila sa malawak na lupa at pinaligiran ang kampo ng mga banal, at ang lunsod na minamahal; ngunit bumaba ang apoy mula sa langit, at sila'y natupok.",umakyat sila sa malawak na lupa at pinaligiran ang kampo ng mga banal at ang lunsod na minamahal ngunit bumaba ang apoy mula sa langit at silay natupok,22.155494820535584
2 Corinthians,1,7,Am ori o namen peyhanhanan ninyo a jyagogad so onowned. Ta namen katenngan inyo a yamacizanod jyamen so alalaw. So icyakman nyo sang a macizanod do sarasaray a itoro na jyaten ni Ama ta do to.,am ori o namen peyhanhanan ninyo a jyagogad so onowned ta namen katenngan inyo a yamacizanod jyamen so alalaw so icyakman nyo sang a macizanod do sarasaray a itoro na jyaten ni ama ta do to,at ang aming pagtitiwala tungkol sa inyo ay matatag sapagkat nalalaman naming kayoy mga kasamahan sa aming kapighatian at kayoy mga kasamahan sa kagalakan ng diyos,"Ang aming pag-asa tungkol sa inyo ay matatag, sapagkat nalalaman namin na habang kayo'y karamay sa aming pagdurusa, kayo ay karamay din sa aming kaaliwan.",ang aming pagasa tungkol sa inyo ay matatag sapagkat nalalaman namin na habang kayoy karamay sa aming pagdurusa kayo ay karamay din sa aming kaaliwan,27.59324170203423
John,4,14,Am o amyop so itoro ko a ranom am to sira meyyonong a ji rana awaw. O itoro ko jya ranom am akmey atbod do onowned na a komalangboy. So ikanoyong na makahap so to meyyonong a ikavyay no pahad na.”,am o amyop so itoro ko a ranom am to sira meyyonong a ji rana awaw o itoro ko jya ranom am akmey atbod do onowned na a komalangboy so ikanoyong na makahap so to meyyonong a ikavyay no pahad na,datapuwat ang sinomang umiinom ng tubig na aking ibibigay sa kaniya ay hindi mawawala magpakailanman sapagkat ang tubig na aking ibibigay sa kaniya ay magiging isang bubungan ng tubig sa buhay na walang hanggan,subalit ang sinumang umiinom ng tubig na aking ibibigay ay hindi na mauuhaw magpakailanman. Ang tubig na aking ibibigay sa kanya ay magiging isang bukal ng tubig tungo sa buhay na walang hanggan.,subalit ang sinumang umiinom ng tubig na aking ibibigay ay hindi na mauuhaw magpakailanman ang tubig na aking ibibigay sa kanya ay magiging isang bukal ng tubig tungo sa buhay na walang hanggan,44.823228999298514
Luke,21,12,"Am do ji na sasnaji pa no alalaw eya am o mahap so ngaran ko a tao am rakpen da sira no tao a kapakakasi da sira, kangay da nira do peyneynozyan a kaneb da jira a kangay da nira do tangain no panipanirsirngen.",am do ji na sasnaji pa no alalaw eya am o mahap so ngaran ko a tao am rakpen da sira no tao a kapakakasi da sira kangay da nira do peyneynozyan a kaneb da jira a kangay da nira do tangain no panipanirsirngen,datapuwat bago mangyari ang lahat ng mga bagay na ito silay kanilang aalisin at pagbubukodin sa mga sinagoga at dadalhin sa harap ng mga gobernador at mga gobernador dahil sa aking pangalan,"Subalit bago mangyari ang lahat ng mga bagay na ito ay pagbubuhatan nila kayo ng kanilang mga kamay at uusigin. Dadalhin kayo sa mga sinagoga, sa mga bilangguan at ihaharap kayo sa mga hari at mga gobernador dahil sa aking pangalan.",subalit bago mangyari ang lahat ng mga bagay na ito ay pagbubuhatan nila kayo ng kanilang mga kamay at uusigin dadalhin kayo sa mga sinagoga sa mga bilangguan at ihaharap kayo sa mga hari at mga gobernador dahil sa aking pangalan,37.766445904832906
Luke,7,5,Ta na apzatan yamen a tao do Yotay. Nipamaring na yamen so peyneynozyan namen.”,ta na apzatan yamen a tao do yotay nipamaring na yamen so peyneynozyan namen,sapagkat siyay tagapagligtas ng ating bayan at nagtayo ng isang sinagoga para sa amin,"Sapagka't iniibig niya ang ating bansa, at ipinagtayo niya tayo ng ating sinagoga.",sapagkat iniibig niya ang ating bansa at ipinagtayo niya tayo ng ating sinagoga,7.141816289329644
Acts,11,2,Meysinaoli si Pite do Yelosaleng am nioya da no tey makdeng a omahap so iwawalam da no tao do Yotay.,meysinaoli si pite do yelosaleng am nioya da no tey makdeng a omahap so iwawalam da no tao do yotay,nang dumating si pedro sa jerusalem tinanong siya ng mga apostol tungkol sa pagtutuli,"Kaya't nang umahon si Pedro sa Jerusalem ay nakipagtalo sa kanya ang mga nasa panig ng pagtutuli,",kayat nang umahon si pedro sa jerusalem ay nakipagtalo sa kanya ang mga nasa panig ng pagtutuli,17.57413696972401
Mark,3,8,a kado Yelosaleng a kado Itomiya kado katovangan no ayo a meyngaran so Yotan a kano meyvahay do Tayar a kado Siton a ili. O yai da no aro a tao a omrapong si Yeso am mamizing da abo so jya peyvazay.,a kado yelosaleng a kado itomiya kado katovangan no ayo a meyngaran so yotan a kano meyvahay do tayar a kado siton a ili o yai da no aro a tao a omrapong si yeso am mamizing da abo so jya peyvazay,at napakaraming tao mula sa jerusalem at sa idumea at sa dakong ibayo ng jordan at mula sa palibot ng tiro at sidon ay nagsiparoon sa kaniya na nangakarinig na siyay gumagawa ng maraming mga bagay,"Nang kanilang mabalitaan ang lahat ng kanyang ginawa, napakaraming tao ang pumaroon sa kanya mula sa Judea, Jerusalem, Idumea, sa kabilang ibayo ng Jordan, at sa palibot ng Tiro at Sidon.",nang kanilang mabalitaan ang lahat ng kanyang ginawa napakaraming tao ang pumaroon sa kanya mula sa judea jerusalem idumea sa kabilang ibayo ng jordan at sa palibot ng tiro at sidon,24.40610815175776
John,1,8,"Am beken a iya ori o zezak ang, ta o kapangnanao na no zezak ang.",am beken a iya ori o zezak ang ta o kapangnanao na no zezak ang,hindi siya ang ilaw kundi ang ilaw ang kanyang tinuruan,"Hindi siya ang ilaw, kundi pumarito upang kaniyang patotohanan ang ilaw.",hindi siya ang ilaw kundi pumarito upang kaniyang patotohanan ang ilaw,40.88064519392259
Ephesians,4,13,"So ikamimin ta akmey yasa meyhanhan nya a makateneng ji Yeso a Anak na ni Ama ta do to a akmey makaveyvow a tao a makataptap rana so nanao ni Kizisto,",so ikamimin ta akmey yasa meyhanhan nya a makateneng ji yeso a anak na ni ama ta do to a akmey makaveyvow a tao a makataptap rana so nanao ni kizisto,upang tayong lahat ay maging isa sa pananampalataya at sa pagkakilala sa anak ng diyos hanggang sa ating magkaroon ng sapat na gulang at magkaroon ng ganap na pagkatao,"hanggang makarating tayong lahat sa pagkakaisa ng pananampalataya, at sa ganap na pagkakilala sa Anak ng Diyos, hanggang maging taong may sapat na gulang, hanggang sa sukat ng ganap na kapuspusan ni Cristo.",hanggang makarating tayong lahat sa pagkakaisa ng pananampalataya at sa ganap na pagkakilala sa anak ng diyos hanggang maging taong may sapat na gulang hanggang sa sukat ng ganap na kapuspusan ni cristo,27.5879552555146
1 Corinthians,15,7,Meyratateng am mapacita pa ji Yake a kangay na pa mapacita do nipamnekan na amlivolivon no ciriciring na tao.,meyratateng am mapacita pa ji yake a kangay na pa mapacita do nipamnekan na amlivolivon no ciriciring na tao,pagkatapos ay nagpakita siya kay santiago pagkatapos ay sa mga apostol,"Pagkatapos ay nagpakita siya kay Santiago, pagkatapos ay sa lahat ng mga apostol.",pagkatapos ay nagpakita siya kay santiago pagkatapos ay sa lahat ng mga apostol,70.97039016115906
Matthew,27,55,Amyan dang so aro a mavakes a makacita sya a macyatovang jya. Sira rana am apo sira do Cyadidi a nimacihza ji Yeso a mapeyveyveken sya.,amyan dang so aro a mavakes a makacita sya a macyatovang jya sira rana am apo sira do cyadidi a nimacihza ji yeso a mapeyveyveken sya,at naroroon ang marami pang mga babaing nakatayo at nagsisisunod sa kaniya na nagsisunod kay jesus buhat sa galilea upang siyay paglingkuran,"At nangaroroon ang maraming babae na nagsisipanood buhat sa malayo, na nagsisunod kay Jesus buhat sa Galilea, na siya'y kanilang pinaglilingkuran:",at nangaroroon ang maraming babae na nagsisipanood buhat sa malayo na nagsisunod kay jesus buhat sa galilea na siyay kanilang pinaglilingkuran,29.4467310498826
Acts,18,10,ta amyan ko a macikaop jimo. So ikabo no makagogad nimo. Ta do ili rana ya am sira aro o tao meypaza pa omanoyong jyaken.”,ta amyan ko a macikaop jimo so ikabo no makagogad nimo ta do ili rana ya am sira aro o tao meypaza pa omanoyong jyaken,sapagkat akoy kasama mo at hindi ka hahatulan ng sinuman sapagkat marami ang sa aking pangalan sa lunsod na ito,"sapagkat ako'y kasama mo, at walang taong gagalaw sa iyo upang saktan ka; sapagkat marami akong tao sa lunsod na ito.”",sapagkat akoy kasama mo at walang taong gagalaw sa iyo upang saktan ka sapagkat marami akong tao sa lunsod na ito,32.37353837818466
John,2,10,"Maniring jya am, “Mamimin o tao a yamapanoma so apya potaw cyo. No mabsoy rana sira am ori o patwawan da so todna ka potaw cyo. Am imo am mo panowjin o ney yapya na potaw cyo.”",maniring jya am mamimin o tao a yamapanoma so apya potaw cyo no mabsoy rana sira am ori o patwawan da so todna ka potaw cyo am imo am mo panowjin o ney yapya na potaw cyo,at sinabi niya sa kaniya ang bawat tao ay naglalagay ng mabuting alak at nang siyay mabusog ay naglalagay ng mabuting alak at ikaw ay naglalagay ng mabuting alak,"At sinabi sa kaniya, Ang bawa't tao ay unang inilalagay ang mabuting alak; at kung mangakainom nang mabuti ang mga tao, ay saka inilalagay ang pinakamasama: itinira mo ang mabuting alak hanggang ngayon.",at sinabi sa kaniya ang bawat tao ay unang inilalagay ang mabuting alak at kung mangakainom nang mabuti ang mga tao ay saka inilalagay ang pinakamasama itinira mo ang mabuting alak hanggang ngayon,21.268177901216152
Mark,6,51,Makarahan am zomagpit rana do vazangay kapacioran na rana jira. Makarahan am mahanang rana. Am ori o nisavasavakan da nya no macinanao jya.,makarahan am zomagpit rana do vazangay kapacioran na rana jira makarahan am mahanang rana am ori o nisavasavakan da nya no macinanao jya,at siyay muling lumulan sa daong at lumapit sa kanila at silay nangatutulog at nangatingala ang kaniyang mga alagad,At pinanhik niya sila sa daong; at humimpil ang hangin: at sila'y nanganggilalas ng di kawasa sa kanilang sarili;,at pinanhik niya sila sa daong at humimpil ang hangin at silay nanganggilalas ng di kawasa sa kanilang sarili,10.657284485555579
Mark,6,36,To ta rana mancyan sira meysyasyay a kangay da do ili a mangay manazang so kanen da.”,to ta rana mancyan sira meysyasyay a kangay da do ili a mangay manazang so kanen da,paalisin mo sila upang makapunta sila sa mga nayon at mga nayon sa lupaing nasa palibot upang makabili sila ng anuman,"Payaunin mo sila, upang sila'y magsiparoon sa mga bayan at mga nayon sa palibotlibot nito, at mangagsibili ng anomang makakain.",payaunin mo sila upang silay magsiparoon sa mga bayan at mga nayon sa palibotlibot nito at mangagsibili ng anomang makakain,18.81478574691709
Matthew,4,9,"Maniring si Satan am, “No si meylilitod ka amraralay nyaken am to ko na mimina o makakaday a itoro jimo.”",maniring si satan am no si meylilitod ka amraralay nyaken am to ko na mimina o makakaday a itoro jimo,at sinabi niya sa kanya ibibigay ko sa iyo ang lahat ng mga bagay na ito kung ikaw ay sasamba sa akin,"At sinabi niya sa kanya, “Ang lahat ng mga ito ay ibibigay ko sa iyo, kung ikaw ay magpapatirapa at sasamba sa akin.”",at sinabi niya sa kanya ang lahat ng mga ito ay ibibigay ko sa iyo kung ikaw ay magpapatirapa at sasamba sa akin,46.775461569987705
Luke,13,23,"Pacicin na no asa ka tao. Maniring am, “Mo Panirsirngen, manngwa, apeleh o tao a patazadangen na ni Ama ta do to do teyngato?” Maniring si Yeso jya am,",pacicin na no asa ka tao maniring am mo panirsirngen manngwa apeleh o tao a patazadangen na ni ama ta do to do teyngato maniring si yeso jya am,at may nagsabi sa kaniya panginoon kakaunti ba ang maliligtas at sinabi niya sa kaniya,"At may nagsabi sa kanya, “Panginoon, kakaunti ba ang maliligtas?” At sinabi niya sa kanila,",at may nagsabi sa kanya panginoon kakaunti ba ang maliligtas at sinabi niya sa kanila,72.41577342575832
Matthew,23,28,"Kamo akman sang, ta no kamo citahen so kataotao am yabo nyo karatan. Am onowned nyo am yamangalalas a yameysaod so raraten.",kamo akman sang ta no kamo citahen so kataotao am yabo nyo karatan am onowned nyo am yamangalalas a yameysaod so raraten,gayundin naman kayo sa labas ay walang kasamaan ngunit sa loob kayoy mga mangangalunya na puno ng kasamaan,"Gayundin naman kayo, na sa labas ay mistulang matuwid sa mga tao, ngunit sa loob ay punô kayo ng pagkukunwari at kasamaan.",gayundin naman kayo na sa labas ay mistulang matuwid sa mga tao ngunit sa loob ay punô kayo ng pagkukunwari at kasamaan,15.997547690382095
1 John,2,15,Ji nyo akzan o makakaday a ikeykakza no tao do karawan. Ta no si ikakza nyo ori am meyparai kamo ji Ama ta do to.,ji nyo akzan o makakaday a ikeykakza no tao do karawan ta no si ikakza nyo ori am meyparai kamo ji ama ta do to,huwag ninyong ibigin ang mga bagay ng sanlibutan sapagkat kung ibigin ninyo ang mga bagay ng sanlibutan ay nagiging kaaway kayo ng diyos,"Huwag ninyong ibigin ang sanlibutan, ni ang mga bagay na nasa sanlibutan. Ang pag-ibig ng Ama ay wala sa sinumang umiibig sa sanlibutan.",huwag ninyong ibigin ang sanlibutan ni ang mga bagay na nasa sanlibutan ang pagibig ng ama ay wala sa sinumang umiibig sa sanlibutan,16.692486522015717
Colossians,1,28,"Si Kizisto o namen ipeylimwang do aro a tao. Am ori o na ikabo no namen jyasapa rana a ipeylimwang do tao a ivavaga jira, ipaziman sira, a kanoyong da rana a meypahagnat so nakenakem a amraralay ni Yeso Kizisto.",si kizisto o namen ipeylimwang do aro a tao am ori o na ikabo no namen jyasapa rana a ipeylimwang do tao a ivavaga jira ipaziman sira a kanoyong da rana a meypahagnat so nakenakem a amraralay ni yeso kizisto,sapagkat si cristo ang aming ipinangangaral sa lahat ng mga tao sa pamamagitan ng mga salita at mga pakikinig upang ang lahat ng mga tao ay maging sakdal sa pananampalataya,"Siya ang aming ipinahahayag, na binabalaan ang bawat tao at tinuturuan ang bawat tao, sa buong karunungan, upang ang lahat ay maiharap naming sakdal kay Cristo.",siya ang aming ipinahahayag na binabalaan ang bawat tao at tinuturuan ang bawat tao sa buong karunungan upang ang lahat ay maiharap naming sakdal kay cristo,7.772174600740504
Luke,22,60,"Maniring si Pite am, “Ko jyatenngi o mo ipanci ang.” Ji na pa teyka o ciring na am nitazokokokan na rana no manok.",maniring si pite am ko jyatenngi o mo ipanci ang ji na pa teyka o ciring na am nitazokokokan na rana no manok,datapuwat sumagot si pedro at sinabi hindi ko nalalaman ang sinasabi mo at samantalang siyay nagsasalita pa ay tumilaok ang manok,"Subalit sinabi ni Pedro, “Ginoo, hindi ko nalalaman ang sinasabi mo.” At kaagad, samantalang siya'y nagsasalita pa, tumilaok ang isang manok.",subalit sinabi ni pedro ginoo hindi ko nalalaman ang sinasabi mo at kaagad samantalang siyay nagsasalita pa tumilaok ang isang manok,44.43530419831706
2 Corinthians,7,8,O mina teygami ko jinyo no kakwa am tana nikazabab nyo so onowned am ko ji nimaneseh. Am manakenakem ko am jyabo kaji nyo mazababan so onowned no mina ciring ko jinyo do teygami ko a. Am ori o icyakma koy maneneseh.,o mina teygami ko jinyo no kakwa am tana nikazabab nyo so onowned am ko ji nimaneseh am manakenakem ko am jyabo kaji nyo mazababan so onowned no mina ciring ko jinyo do teygami ko a am ori o icyakma koy maneneseh,sapagkat bagaman akoy nagdurusa sa inyo sa aking unang sulat ay hindi ako nagdurusa sa inyo sa pamamagitan ng mga bagay na ito sapagkat akoy nagdurusa sa inyo sa pamamagitan ng aking sulat,"Sapagkat bagaman pinalungkot ko kayo sa pamamagitan ng aking sulat, hindi ko ito ipinagdaramdam: (bagama't aking dinamdam, sapagkat aking nalaman na ang sulat na ito ay nakapagpalungkot sa inyo, bagama't sa maikling panahon lamang).",sapagkat bagaman pinalungkot ko kayo sa pamamagitan ng aking sulat hindi ko ito ipinagdaramdam bagamat aking dinamdam sapagkat aking nalaman na ang sulat na ito ay nakapagpalungkot sa inyo bagamat sa maikling panahon lamang,15.930426288435498
John,8,51,To ko na macitangayan jinyo am o mahap so nanao ko am to meyyonong o akman sang a tao a ji rana wakwak.”,to ko na macitangayan jinyo am o mahap so nanao ko am to meyyonong o akman sang a tao a ji rana wakwak,katotohanan katotohanang sinasabi ko sa inyo ang tumutupad ng aking salita ay hindi kailanman makakakita ng kamatayan,"Katotohanan, katotohanang sinasabi ko sa inyo, Kung ang sinoman ay tutupad ng aking salita, ay hindi siya makakakita magpakailan man ng kamatayan.",katotohanan katotohanang sinasabi ko sa inyo kung ang sinoman ay tutupad ng aking salita ay hindi siya makakakita magpakailan man ng kamatayan,41.030716887273485
Luke,9,53,"Am ji da mya no tao do dang a misan, ta katenngan da si Yeso a meypangay do Yelosaleng.",am ji da mya no tao do dang a misan ta katenngan da si yeso a meypangay do yelosaleng,ngunit hindi siya tinanggap nila sapagkat ang kanyang mukha ay patungo sa jerusalem,"Subalit hindi nila tinanggap siya, sapagkat siya ay nakatutok sa Jerusalem.",subalit hindi nila tinanggap siya sapagkat siya ay nakatutok sa jerusalem,8.737167851715874
Luke,7,9,"Mamizing na ni Yeso o ciriciring na am niyak na. So nipancyan na nya do macihza jya tao. Maniring am, “Ji ko pa nimakacita so akman sang so kakdekdeng no onowned do Isedi a tao.”",mamizing na ni yeso o ciriciring na am niyak na so nipancyan na nya do macihza jya tao maniring am ji ko pa nimakacita so akman sang so kakdekdeng no onowned do isedi a tao,nang marinig ni jesus ang mga bagay na ito siyay nalungkot at sinabi sa mga sumusunod hindi pa ako nakakita ng gayong karumihan sa israel,"At nang marinig ni Jesus ang mga bagay na ito, ay nagtaka siya sa kaniya, at lumingon at sinabi sa karamihang nagsisisunod sa kaniya, Sinasabi ko sa inyo, Hindi ako nakasumpong ng ganitong kalaking pananampalataya, hindi, kahit sa Israel man.",at nang marinig ni jesus ang mga bagay na ito ay nagtaka siya sa kaniya at lumingon at sinabi sa karamihang nagsisisunod sa kaniya sinasabi ko sa inyo hindi ako nakasumpong ng ganitong kalaking pananampalataya hindi kahit sa israel man,22.75718709575435
Philemon,1,11,No kakwa pa am abo o ilamnayan na jimo. Am sicyaikwaya am yana ilamnain rana imo a ka nyaken.,no kakwa pa am abo o ilamnayan na jimo am sicyaikwaya am yana ilamnain rana imo a ka nyaken,dati ay hindi siya naging kapakipakinabang sa iyo ngunit ngayon ay naging kapakipakinabang sa iyo at sa akin,"Noon ay wala kang pakinabang sa kanya, ngunit ngayon ay kapaki-pakinabang siya sa iyo at sa akin.",noon ay wala kang pakinabang sa kanya ngunit ngayon ay kapakipakinabang siya sa iyo at sa akin,29.75928234249098
Luke,9,59,"Maniring do asa ka tao am, “Macihza ka jyaken an.” Maniring o tao ori am, “Mo Panirsirngen, apyahen mo pa yaken a omonong do inawan ni ama kangay ko macilolo rana jimo an?”",maniring do asa ka tao am macihza ka jyaken an maniring o tao ori am mo panirsirngen apyahen mo pa yaken a omonong do inawan ni ama kangay ko macilolo rana jimo an,at sinabi niya sa iba sumunod ka sa akin at sinabi niya panginoon hayaan mo muna akong umalis at umakyat sa aking ama,"At sinabi niya sa iba, Sumunod ka sa akin. Datapuwa't siya'y nagsabi, Panginoon, tulutan mo muna akong makauwi at mailibing ko ang aking ama.",at sinabi niya sa iba sumunod ka sa akin datapuwat siyay nagsabi panginoon tulutan mo muna akong makauwi at mailibing ko ang aking ama,42.75197236296299
Acts,3,6,"Maniring jya si Pite am, “Yabo jyamen o nizpi. Am itoro ko jimo o yamyan jyaken an. Ko pangozayan o ngaran ni Yeso Kizisto a tao do Nasale a manci nimo a tomanek a kalam mo rana.”",maniring jya si pite am yabo jyamen o nizpi am itoro ko jimo o yamyan jyaken an ko pangozayan o ngaran ni yeso kizisto a tao do nasale a manci nimo a tomanek a kalam mo rana,datapuwat sinabi ni pedro wala akong salapi at salapi datapuwat ang mayroon ako ay ibinibigay ko sa iyo sa pangalan ni jesucristo na taganazaret tumindig ka at lumakad ka,"Ngunit sinabi ni Pedro, “Wala akong pilak at ginto, ngunit ang nasa akin ay siya kong ibinibigay sa iyo. Sa pangalan ni Jesu-Cristong taga-Nazaret, tumayo ka at lumakad.”",ngunit sinabi ni pedro wala akong pilak at ginto ngunit ang nasa akin ay siya kong ibinibigay sa iyo sa pangalan ni jesucristong taganazaret tumayo ka at lumakad,30.66439134043059
Mark,3,3,"Maniring si Yeso do meykazakazain so lima tao am, “Sijya do tangain ko.”",maniring si yeso do meykazakazain so lima tao am sijya do tangain ko,sinabi niya sa lalaki lumapit ka sa akin,"At sinabi sa lalaking tuyo ang kamay, Magtindig ka.",at sinabi sa lalaking tuyo ang kamay magtindig ka,6.413885305524152
1 John,5,2,No si iraralay ta si Ama ta do to a mahap so nanao na am katenngan ta rana o kapeyngongyod ta marilaw no akma ney anak ni Ama ta do to do karawan.,no si iraralay ta si ama ta do to a mahap so nanao na am katenngan ta rana o kapeyngongyod ta marilaw no akma ney anak ni ama ta do to do karawan,at itoy nalalaman natin na iniibig natin ang mga anak ng diyos kung iniibig natin siya at tinutupad natin ang kanyang mga utos,"Dito'y ating nakikilala na iniibig natin ang mga anak ng Diyos, kapag iniibig natin ang Diyos at tinutupad natin ang kanyang mga utos.",ditoy ating nakikilala na iniibig natin ang mga anak ng diyos kapag iniibig natin ang diyos at tinutupad natin ang kanyang mga utos,57.70362357478199
Matthew,22,2,“O italamozong na ni Ama ta do to am akman so asa ka panirsirngen a mamaring so kanen do katarek na rana so vahay no anak na.,o italamozong na ni ama ta do to am akman so asa ka panirsirngen a mamaring so kanen do katarek na rana so vahay no anak na,ang kaharian ng langit ay tulad sa isang hari na naghanda ng isang hapunan sa bahay ng kanyang anak na lalake,“Ang kaharian ng langit ay tulad sa isang hari na nagdaos ng isang handaan para sa kasal ng kanyang anak na lalaki.,ang kaharian ng langit ay tulad sa isang hari na nagdaos ng isang handaan para sa kasal ng kanyang anak na lalaki,56.4769228922859
John,5,20,"Am yatey rako o aryarilaw na jyaken ni Ama. Yana mamimin o vazay na yana nipacita jyaken, mangay katoro na nya jyaken so arakorako pa vazay a isavasavak nyo.",am yatey rako o aryarilaw na jyaken ni ama yana mamimin o vazay na yana nipacita jyaken mangay katoro na nya jyaken so arakorako pa vazay a isavasavak nyo,datapuwat ang ama ay umiibig sa akin sapagkat ang kaniyang mga gawa ay ipinakita sa akin at lalong dakilang mga gawa kaysa mga ito ang ipahahayag niya sa akin upang kayoy magsipanggilalas,"Sapagkat minamahal ng Ama ang Anak, at sa kanya'y ipinapakita ang lahat ng mga bagay na kanyang ginagawa, at lalong dakilang mga gawa kaysa mga ito ang ipapakita niya sa kanya upang kayo'y mamangha.",sapagkat minamahal ng ama ang anak at sa kanyay ipinapakita ang lahat ng mga bagay na kanyang ginagawa at lalong dakilang mga gawa kaysa mga ito ang ipapakita niya sa kanya upang kayoy mamangha,29.13061050985949
Matthew,14,9,"Makarahan am ji rana teneng a manakenakem o panirsirngen ang, do kanimapanmanma na so ciring na do tangain no nipanoyon na a tao. Am ori o to na rana myapyai so amin na jya itoro jya.",makarahan am ji rana teneng a manakenakem o panirsirngen ang do kanimapanmanma na so ciring na do tangain no nipanoyon na a tao am ori o to na rana myapyai so amin na jya itoro jya,datapuwat nang masabi ng hari na siyay nagsalita sa harap ng mga panauhin ay ipinagutos niyang ibigay sa kaniya ang amen,"At namanglaw ang hari; datapuwa't dahil sa kaniyang mga sumpa, at sa nangakaupong kasalo niya sa dulang, ay ipinagutos niyang ibigay na sa kaniya ;",at namanglaw ang hari datapuwat dahil sa kaniyang mga sumpa at sa nangakaupong kasalo niya sa dulang ay ipinagutos niyang ibigay na sa kaniya ,13.938206366114187
Mark,7,10,"O ciring na ni Moyse jinyo am, ‘Ikaglaw nyo a ikanig o inyapwan nyo.’ Maniring pa am, ‘Omavay so inyapwan na am to rana wakwaka.’",o ciring na ni moyse jinyo am ikaglaw nyo a ikanig o inyapwan nyo maniring pa am omavay so inyapwan na am to rana wakwaka,sapagkat sinabi ni moises igalang mo ang iyong ama at ang iyong ina at ang sinumang sumalungat sa ama o sa ina ay dapat mamatay,"Sapagkat sinabi ni Moises, ‘Igalang mo ang iyong ama at ang iyong ina,’ at ‘Ang sinumang lumait sa ama o sa ina ay dapat patayin!’",sapagkat sinabi ni moises igalang mo ang iyong ama at ang iyong ina at ang sinumang lumait sa ama o sa ina ay dapat patayin,84.66657105524214
Acts,20,9,"Amyan so asa ka malavayo a tao a meyngaran si Yotike a amlisna do ngoso no pazevngen. Ikongo do tey naro o ipangnanao ni Pawlo, am ori o nikakaha na ni Yotike. Karahan am todey manazasaz a makas do teyrahem. Citahen da am abo rana o inawan na.",amyan so asa ka malavayo a tao a meyngaran si yotike a amlisna do ngoso no pazevngen ikongo do tey naro o ipangnanao ni pawlo am ori o nikakaha na ni yotike karahan am todey manazasaz a makas do teyrahem citahen da am abo rana o inawan na,at ang isang binata na ang pangalan ay eutiko na nakaupo sa tabi ng pamilihan at siyay nakikisalo at siyay hinampas at siyay nagsitakas at siyay nagsitakas sa lupa,"At may isang binata na ang pangalan ay Eutico na nakaupo sa bintana. Nakatulog siya nang mahimbing samantalang si Pablo ay nagsasalita nang mahaba; at dahil natalo ng antok ay nahulog siya mula sa ikatlong palapag, at siya'y patay na binuhat.",at may isang binata na ang pangalan ay eutico na nakaupo sa bintana nakatulog siya nang mahimbing samantalang si pablo ay nagsasalita nang mahaba at dahil natalo ng antok ay nahulog siya mula sa ikatlong palapag at siyay patay na binuhat,15.672445903294095
Luke,18,21,"Maniring o tao ori am, “Nimapo no kalyalikey ko a kangay na sicyaikwaya o ko nipeyvazay so akman sang.”",maniring o tao ori am nimapo no kalyalikey ko a kangay na sicyaikwaya o ko nipeyvazay so akman sang,at sinabi niya sa kanila mula pa sa aking pagkabata ang lahat ng mga bagay na ito ay ginagawa ko,"At sinabi niya, “Tinupad ko ang lahat ng mga bagay na ito buhat pa sa aking pagkabata.”",at sinabi niya tinupad ko ang lahat ng mga bagay na ito buhat pa sa aking pagkabata,48.81010344921758
1 Corinthians,1,17,"Ta o nipamnekan na jyaken ni Kizisto am beken a manaktak. Ta kapeylimwang ko no Mapasaray a Ciriciring na ni Ama ta do to. So ji ko mangozai do teneteneng ko a mangononong. Ta si akman sang am o teneteneng ko a mangononong o ikakza da ahapen no tao, a kaji da na ngapan so oyowyat no mina kawakwak na ni Kizisto do jyojika.",ta o nipamnekan na jyaken ni kizisto am beken a manaktak ta kapeylimwang ko no mapasaray a ciriciring na ni ama ta do to so ji ko mangozai do teneteneng ko a mangononong ta si akman sang am o teneteneng ko a mangononong o ikakza da ahapen no tao a kaji da na ngapan so oyowyat no mina kawakwak na ni kizisto do jyojika,sapagkat hindi ako itinalaga ni cristo upang magpabautismo kundi upang ipangaral ang ebanghelyo hindi ayon sa aking karunungan at karunungan ng mga tao upang ang krus ni cristo ay huwag magbunga ng kapangyarihan,"Sapagkat hindi ako isinugo ni Cristo upang magbautismo, kundi upang ipangaral ang magandang balita, hindi sa pamamagitan ng mahusay na pananalita, upang ang krus ni Cristo ay huwag mawalan ng kapangyarihan.",sapagkat hindi ako isinugo ni cristo upang magbautismo kundi upang ipangaral ang magandang balita hindi sa pamamagitan ng mahusay na pananalita upang ang krus ni cristo ay huwag mawalan ng kapangyarihan,34.46704815151319
