Book,Chapter,Verse,Source (Pangasinan),Source (Cleaned),Pivot (Bikolano),Translation (Tagalog),Reference (Tagalog),Reference (Cleaned),BLEU
1 Kings,10,1,"Nadngelan na riyna na Seba so inkabantug nen Solomon, kanyan linmad Jerusalem ta suboken toy Solomon diad panamegley na saray mairap a tepet.",nadngelan na riyna na seba so inkabantug nen solomon kanyan linmad jerusalem ta suboken toy solomon diad panamegley na saray mairap a tepet,nabaretaan kan reyna nin sheba an kabantogan ni solomon kaya nagduman siya sa jerusalem tanganing baloon si solomon sa paagi nin mga dipisil na hapot,nang mabalitaan ng reyna ng seba ang katanyagan ni solomon pumunta siya sa jerusalem upang subukin si solomon sa pamamagitan ng malupit na tanong,"Nang mabalitaan ng reyna ng Seba ang katanyagan ni Solomon tungkol sa pangalan ng Panginoon , pumunta siya upang kanyang subukin siya ng mahihirap na tanong.",nang mabalitaan ng reyna ng seba ang katanyagan ni solomon tungkol sa pangalan ng panginoon  pumunta siya upang kanyang subukin siya ng mahihirap na tanong,43.799831280830034
Job,20,5,anggapoy maoges a toon nambayag so impanliket to.,anggapoy maoges a toon nambayag so impanliket to,mayo nin maraot na tawo na nagogma sa halawig na panahon,walang masama na nagagalak ng mahabang panahon,"na ang pagbubunyi ng masama ay maikli, at ang kagalakan ng masasama ay sandali lamang?",na ang pagbubunyi ng masama ay maikli at ang kagalakan ng masasama ay sandali lamang,2.75631563063758
Isaiah,51,23,"Iter ko lad saray nampapairap ed sikayo, saray amarokul ed sikayo ed saray dalan, insan da kayo ginagatinan a singa kayo dotak.”",iter ko lad saray nampapairap ed sikayo saray amarokul ed sikayo ed saray dalan insan da kayo ginagatinan a singa kayo dotak,itatao ko na iyan sa mga nagtios saindo sa mga naghigda saindo sa mga tinampo asin sa mga naggigiling saindo,narito aking ibibigay ang mga ito sa mga nagpapahirap sa iyo sa mga humihipo sa iyo sa mga lansangan at sa mga humahawak sa iyo,"At aking ilalagay ito sa kamay ng mga nagpapahirap sa iyo, na nagsabi sa iyong kaluluwa, ‘Ikaw ay yumuko upang kami ay makaraan’; at ginawa mo ang iyong likod na parang lupa, at parang lansangan na kanilang madaraanan.”",at aking ilalagay ito sa kamay ng mga nagpapahirap sa iyo na nagsabi sa iyong kaluluwa ikaw ay yumuko upang kami ay makaraan at ginawa mo ang iyong likod na parang lupa at parang lansangan na kanilang madaraanan,7.757326940959342
Exodus,21,35,"No napatey na sakey a bakan kalakyan so sakey a bakan kalakyan na sananey a too, saramay akanayep nepeg da ya ilako so mabilay a baka tan panapagan day panlakoan; panapagan da met so karni to may inatey.",no napatey na sakey a bakan kalakyan so sakey a bakan kalakyan na sananey a too saramay akanayep nepeg da ya ilako so mabilay a baka tan panapagan day panlakoan panapagan da met so karni to may inatey,kun an baka nin sarong tawo magbuno kan baka nin iba an mga kagsadiri kaipuhan na ipabakal kan mga hayop an buhay na baka asin tawan ninda nin halaga an laman kan hayop,kapag pinaslang ng baka ng isang tao ang baka ng iba ang mga mayari nito ay ipagbibili ang buháy na baka at bibilhin ang laman nito,"“Kung ang baka ng sinuman ay nanakit sa baka ng iba, na anupa't namatay, kanila ngang ipagbibili ang bakang buháy, at kanilang paghahatian ang halaga niyon; at ang patay ay paghahatian din nila.",kung ang baka ng sinuman ay nanakit sa baka ng iba na anupat namatay kanila ngang ipagbibili ang bakang buháy at kanilang paghahatian ang halaga niyon at ang patay ay paghahatian din nila,9.02892330486329
Isaiah,52,7,"Agaylay abig a nengnengen so ibabaki ya onsasabin bebeltangen toy kapalandeyan a taruk toy maung a balita, say balita na kareenan! Ibabawag toy pananalo tan kuantod Sion, “Ari so Dios mo!”",agaylay abig a nengnengen so ibabaki ya onsasabin bebeltangen toy kapalandeyan a taruk toy maung a balita say balita na kareenan ibabawag toy pananalo tan kuantod sion ari so dios mo,magayon nin marahay an paghiling kan nagdadangadang na sugo na naglalakaw sa kabukidan dara an marahay na bareta an marahay na bareta nin katoninongan na nagpapahayag nin kapangganahan asin nagsasabi sa hade nin sion an saimong dios,mabuti na makita ang sugo na dumarating mula sa mga bundok na nagdadala ng mabubuting balita na nagdadala ng mabubuting balita ng kapayapaan na nagpapahayag ng tagumpay na nagsasabi sa hari ng zion ang iyong diyos,"Napakaganda sa mga bundok ang mga paa niyong nagdadala ng mabuting balita, na naghahayag ng kapayapaan, na nagdadala ng mabuting balita ng kabutihan, na naghahayag ng kaligtasan, na nagsasabi sa Zion, “Ang iyong Diyos ay naghahari!”",napakaganda sa mga bundok ang mga paa niyong nagdadala ng mabuting balita na naghahayag ng kapayapaan na nagdadala ng mabuting balita ng kabutihan na naghahayag ng kaligtasan na nagsasabi sa zion ang iyong diyos ay naghahari,19.432638936199083
Psalms,119,109,Sipaparaan ak a mangipostay bilay ko; ag ko nilingwanay ganggan mo.,sipaparaan ak a mangipostay bilay ko ag ko nilingwanay ganggan mo,andam ako sa pagalaman huli ta dai ko nalingawan an saimong katogonan,akoy nasa panganib sapagkat hindi ko kinalilimutan ang iyong kautusan,"Patuloy kong hawak sa kamay ko ang aking buhay, gayunma'y hindi ko kinalilimutan ang iyong kautusan.",patuloy kong hawak sa kamay ko ang aking buhay gayunmay hindi ko kinalilimutan ang iyong kautusan,28.372088243992376
Psalms,80,16,Pinoolan na saray kalaban mi tan binatang da; moldagatan mo pa rad pasnuk mo tan patey mo ra!,pinoolan na saray kalaban mi tan binatang da moldagatan mo pa rad pasnuk mo tan patey mo ra,sinulo iyan kan samong mga kaiwal asin tinimaktimakan gadanon mo sinda sa saimong kaanggotan,sinunog ng apoy ang mga iyon ng aming mga kaaway at nilapastangan sila patayin mo sila sa iyong galit,"Sinunog nila iyon sa apoy, iyon ay kanilang pinutol; sa saway ng iyong mukha sila'y nalipol!",sinunog nila iyon sa apoy iyon ay kanilang pinutol sa saway ng iyong mukha silay nalipol,3.168429634207702
Titus,2,12,"Sayan panangaro ibangat to itayon mangibeneg ed aliwan masanto a panagbilay, tan saray minumundon maoges a pilalek. Ibangat to itayo met a mambilay a maadya, maptek tan masanto diad tapew na dalin,",sayan panangaro ibangat to itayon mangibeneg ed aliwan masanto a panagbilay tan saray minumundon maoges a pilalek ibangat to itayo met a mambilay a maadya maptek tan masanto diad tapew na dalin,an pagkamoot na iyan nagtutukdo sato na talikodan an bakong banal na pamumuhay asin an mga maraot na kamawotan na kinabanon nagtutukdo man iyan sato na mamuhay na matanos matanos saka banal digdi sa kinaban,na nagtuturo sa atin na tanggihan ang karumihan at ang masamang pagnanasa at lumakad sa katuwiran katarungan at kabanalan sa sanlibutan,"na nagtuturo sa atin na matapos itakuwil ang kasamaan, at mga makamundong pagnanasa, ay dapat tayong mamuhay nang may katinuan, matuwid at banal sa kasalukuyang panahon,",na nagtuturo sa atin na matapos itakuwil ang kasamaan at mga makamundong pagnanasa ay dapat tayong mamuhay nang may katinuan matuwid at banal sa kasalukuyang panahon,15.934209146040116
1 Chronicles,23,18,"Say kumadwan lakin anak nen Coat a si Izhar et walay anak ton laki a si Zelomit, say pangulo na boleg.",say kumadwan lakin anak nen coat a si izhar et walay anak ton laki a si zelomit say pangulo na boleg,an ikaduwang aking lalaki ni kohat na si izar nagkaigwa nin aking lalaki na iyo si selomit an pamayo kan kamaganakan,ang ikalawang anak ni kohat ay si izar at ang pangalan ng kanyang mga anak ay shelomit na pinuno ng mga sambahayan ng mga ninuno,Ang mga anak ni Izar: si Shelomit na pinuno.,ang mga anak ni izar si shelomit na pinuno,8.77491027594595
2 Kings,23,31,"Duamplo tan taloy taon nen Joacaz nen nagmaliw ya ari na Juda, tan nanoley ed Jerusalem na taloy bulan. Say ina to si Hamutal ya anak nen Jeremias a taga siudad na Libna.",duamplo tan taloy taon nen joacaz nen nagmaliw ya ari na juda tan nanoley ed jerusalem na taloy bulan say ina to si hamutal ya anak nen jeremias a taga siudad na libna,beynte y tres na taon an edad ni jehoahaz kan siya magin hade nin juda asin tolong bulan siyang naghade sa jerusalem an saiyang ina iyo si hamutal na aki ni jeremias na taga libna,si jehoahaz ay dalawamput tatlong taong gulang nang siyay nagsimulang maghari at siyay naghari sa loob ng tatlong buwan sa jerusalem ang pangalan ng kanyang ina ay hamutal na anak ni jeremias na tagalibna,Si Jehoahaz ay dalawampu't tatlong taon nang siya'y magsimulang maghari; at siya'y naghari sa loob ng tatlong buwan sa Jerusalem. Ang pangalan ng kanyang ina ay Hamutal na anak ni Jeremias na taga-Libna.,si jehoahaz ay dalawamput tatlong taon nang siyay magsimulang maghari at siyay naghari sa loob ng tatlong buwan sa jerusalem ang pangalan ng kanyang ina ay hamutal na anak ni jeremias na tagalibna,81.83154676293375
Matthew,20,13,"Inkuantod sakey ed sikara, ‘Kaaro, ag ta ka sasaolen. Ag ka ta akapipaknaan ed siak ya upaan ta kay sakey a dinario?",inkuantod sakey ed sikara kaaro ag ta ka sasaolen ag ka ta akapipaknaan ed siak ya upaan ta kay sakey a dinario,alagad sinabihan niya an saro sainda katood dai taka dinaya bakong nakipagtipan ako saimo na babayadan taka nin sarong denaryo,ngunit sinabi niya sa isa sa kanila kaibigan hindi kita dinaya hindi ba nakipagtipan ako sa iyo na gagantihan kita ng isang denario,"Datapuwa't siya'y sumagot at sinabi sa isa sa kanila, Kaibigan, hindi kita iniiring: hindi baga nakipagkayari ka sa akin sa isang denario?",datapuwat siyay sumagot at sinabi sa isa sa kanila kaibigan hindi kita iniiring hindi baga nakipagkayari ka sa akin sa isang denario,29.81792160679168
Proverbs,16,29,Saray totoon maruksa papalikdoen da ray kakaaro ra tan iwawanwan da rad deral.,saray totoon maruksa papalikdoen da ray kakaaro ra tan iwawanwan da rad deral,dinadaya kan tampalasan an saiyang katood asin dinadara niya sinda sa kapahamakan,dinadaya ng masama ang kanyang kapwa at dinala niya sila sa kapahamakan,"Inaakit ng taong marahas ang kanyang kapwa, at kanyang inaakay siya sa daang masama.",inaakit ng taong marahas ang kanyang kapwa at kanyang inaakay siya sa daang masama,20.640765449620034
Mark,14,14,Tombuk yod looban ton abung. Insan ikuanyod akanabung a patetepet na Maistro: ‘Iner so kawalaay kuarton panganan ko tan saray disipulok na Pandem na Paskua?’,tombuk yod looban ton abung insan ikuanyod akanabung a patetepet na maistro iner so kawalaay kuarton panganan ko tan saray disipulok na pandem na paskua,sumunod kamo saiya sa harong na saiyang laogan dangan sabihan nindo an kagsadiri naghapot an maestro haen an kwartong kakakanon ko kan pamanggihan sa paskwa kaiba kan sakong mga disipulo,pumunta kayo sa kanyang bahay at sabihin ninyo sa mayari ng bahay na sinasabi ng guro nasaan ang silid na aking kakainan ng kordero ng paskuwa na kasama ng aking mga alagad,"At saan man siya pumasok, ay sabihin ninyo sa puno ng sangbahayan, Sinasabi ng Guro, Saan naroon ang aking tuluyan, na makakanan ko ng kordero ng paskua na kasalo ng aking mga alagad?",at saan man siya pumasok ay sabihin ninyo sa puno ng sangbahayan sinasabi ng guro saan naroon ang aking tuluyan na makakanan ko ng kordero ng paskua na kasalo ng aking mga alagad,17.195392559533385
Jeremiah,24,1,"Si Ari Nabucodonosor na Babilonia inyakar ton adakep ed Babilonia, manlapud Jerusalem, so lakin anak nen Joakim a si Joakin ya ari na Juda, saray pangulo na Juda, tan saray marunong a karpintiro tan kumikimey. Kayari na sayan inkagawa, say Katawan impanengneng tod siak so duaran baskit a bungay igos a niiyan ed arap na Timplo.",si ari nabucodonosor na babilonia inyakar ton adakep ed babilonia manlapud jerusalem so lakin anak nen joakim a si joakin ya ari na juda saray pangulo na juda tan saray marunong a karpintiro tan kumikimey kayari na sayan inkagawa say katawan impanengneng tod siak so duaran baskit a bungay igos a niiyan ed arap na timplo,ipinahiling sako nin kagurangnan an duwang basket nin higera na ibinugtak sa atubangan kan templo hale sa jerusalem ni hadeng jehoiakin na aking lalaki ni jehoiakim an hade nin juda an mga lider nin juda asin an mga ekspertong karpintero saka mga trabahador hale sa babilonia,ipinakita sa akin ng panginoon ang dalawang basket na puno ng igos na kinuha ni haring jehoiakin na anak ni jehoiakim na hari ng juda at ng mga pinuno ng juda at ng mga manggagawa at ng mga karpintero mula sa babilonia at inilagay sa harap ng bahay ng panginoon ,"Pagkatapos na madalang-bihag ni Nebukadnezar na hari ng Babilonia, mula sa Jerusalem si Jeconias na anak ni Jehoiakim, hari ng Juda, kasama ang mga pinuno ng Juda, ang mga manggagawa at mga panday, at dalhin sila sa Babilonia, ipinakita sa akin ng Panginoon ang pangitaing ito: May dalawang basket na igos na nakalagay sa harap ng templo ng Panginoon .",pagkatapos na madalangbihag ni nebukadnezar na hari ng babilonia mula sa jerusalem si jeconias na anak ni jehoiakim hari ng juda kasama ang mga pinuno ng juda ang mga manggagawa at mga panday at dalhin sila sa babilonia ipinakita sa akin ng panginoon ang pangitaing ito may dalawang basket na igos na nakalagay sa harap ng templo ng panginoon ,26.87990608914393
Lamentations,3,20,"Pinunot ko ya lawas, et nalmay so kamarerwak.",pinunot ko ya lawas et nalmay so kamarerwak,danay akong naghohorophorop kaiyan asin napupurisaw an sakong kalag,akoy patuloy na nagbubulaybulay tungkol sa mga bagay na ito at ang aking kaluluwa ay nababagabag,Patuloy itong naaalala ng aking kaluluwa at yumuyuko sa loob ko.,patuloy itong naaalala ng aking kaluluwa at yumuyuko sa loob ko,6.150343144231885
1 Samuel,3,17,“Antoy imbagay Katawan ed sika?” tepet nen Eli. “Ag mo komun iyaamut ed siak. Ambelat so panusay Dios ed sika no ag mo ibagad siak iray amin ya imbaga to.”,antoy imbagay katawan ed sika tepet nen eli ag mo komun iyaamut ed siak ambelat so panusay dios ed sika no ag mo ibagad siak iray amin ya imbaga to,ano an itinaram saimo nin kagurangnan an hapot ni eli dai mo pa iyan itinago sako papadusahan ka nin dios kun dai mo ipahayag sako an gabos na sinabi niya,sinabi ni eli sa kanya ano ang sinabi ng panginoon sa iyo hindi mo ito ikinubli sa akin hindi ba ikaw ay parurusahan ng diyos kung hindi mo ipinahahayag sa akin ang lahat ng mga salita ng panginoon ,"Kanyang itinanong, “Ano ang sinabi niya sa iyo? Nakikiusap ako sa iyo na huwag mong ilihim sa akin. Gawin ng Diyos sa iyo, at higit pa, kung ililihim mo sa akin ang anumang bagay sa lahat ng kanyang sinabi sa iyo.”",kanyang itinanong ano ang sinabi niya sa iyo nakikiusap ako sa iyo na huwag mong ilihim sa akin gawin ng diyos sa iyo at higit pa kung ililihim mo sa akin ang anumang bagay sa lahat ng kanyang sinabi sa iyo,8.774355982773017
John,3,32,"Paneknekan toy amin ya anengneng tan nadngel to, balet anggapoy manisiad pamaneknek to.",paneknekan toy amin ya anengneng tan nadngel to balet anggapoy manisiad pamaneknek to,pinapatotoohan niya an mga bagay na saiyang nahiling saka nadangog alagad mayo nin minaako kan saiyang patotoo,ang kanyang nakita at narinig ay siyang pinatotohanan niya at walang taong tumatanggap ng kanyang patotoo,"At kaniyang nakita at narinig, ay siyang pinatototohanan niya; at walang taong tumatanggap ng kaniyang patotoo.",at kaniyang nakita at narinig ay siyang pinatototohanan niya at walang taong tumatanggap ng kaniyang patotoo,54.237828377183014
1 Kings,17,16,"Onung na insipan na Katawan , diad panamegley nen Elias, ag naandian na arina so pasig tan ag naandian na larak so garapon.",onung na insipan na katawan  diad panamegley nen elias ag naandian na arina so pasig tan ag naandian na larak so garapon,siring sa itinaram nin kagurangnan ki elias an dulay dai matatapos nin arina asin an dulay dai matatapos nin lana,gaya ng sinabi ng panginoon kay elias ang sisidlang harina ay hindi magkukulang at ang langis sa sisidlang harina ay hindi magkukulang,"Ang tapayan ng harina ay hindi nagkulang, o ang banga ng langis man ay naubusan, ayon sa salita ng Panginoon na kanyang sinabi sa pamamagitan ni Elias.",ang tapayan ng harina ay hindi nagkulang o ang banga ng langis man ay naubusan ayon sa salita ng panginoon na kanyang sinabi sa pamamagitan ni elias,8.178976652295992
Ezekiel,46,21-22,"Insan to ak inyakar ed patiod paway tan impanengneng tod siak a diad kapag sokung to may patio walay ankelag a patio, a duamplo tan sakey a mitro so karokey to tan labinliman mitro so kaawang to.",insan to ak inyakar ed patiod paway tan impanengneng tod siak a diad kapag sokung to may patio walay ankelag a patio a duamplo tan sakey a mitro so karokey to tan labinliman mitro so kaawang to,dangan ipinagiba niya ako sa patyong nasa luwas asin ipinahiling sako na sa lambang kanto kan patyong ini igwa nin sarong sadit na patyong beynte metros an laba asin trese metros an lakbang,nang magkagayoy dinala niya ako sa panlabas na bulwagan at ipinakita sa akin ang isang bulwagan sa bawat sulok ng bulwagan na may dalawampung siko ang haba at dalawamput limang siko ang luwang,"Nang magkagayo'y inilabas niya ako sa panlabas na bulwagan at dinala niya ako sa apat na sulok ng looban. Sa bawat sulok ng bulwagan ay may isang bulwagan. Sa apat na sulok ng bulwagan ay may mga maliliit na bulwagan, apatnapung siko ang haba at tatlumpu ang luwang: ang apat ay magkakatulad ang laki.",nang magkagayoy inilabas niya ako sa panlabas na bulwagan at dinala niya ako sa apat na sulok ng looban sa bawat sulok ng bulwagan ay may isang bulwagan sa apat na sulok ng bulwagan ay may mga maliliit na bulwagan apatnapung siko ang haba at tatlumpu ang luwang ang apat ay magkakatulad ang laki,24.7070527882898
Luke,24,20,"Inerel na saray manonan papari tan saray manoley tayo, tan impasintinsiaan da a pateyen, insan da impasak ed krus.",inerel na saray manonan papari tan saray manoley tayo tan impasintinsiaan da a pateyen insan da impasak ed krus,sinentensyahan siya kan satong mga poon na padi asin mga lider dangan ipinako sa krus,kung paanong hinatulan siya ng ating mga punong pari at mga pinuno at siyay ipinako sa krus,"at kung paanong siya ay ibinigay ng mga punong pari at ng mga pinuno upang hatulan ng kamatayan, at siya'y ipinako sa krus.",at kung paanong siya ay ibinigay ng mga punong pari at ng mga pinuno upang hatulan ng kamatayan at siyay ipinako sa krus,30.4879905968235
2 Samuel,2,12,"Manlapud Mahanaim, si Abner tan saray opisyal nen Isboset linma rad siudad na Gabaon.",manlapud mahanaim si abner tan saray opisyal nen isboset linma rad siudad na gabaon,hale sa mahanaim nagduman si abner asin an mga opisyal ni isboset sa syudad nin gibeon,si abner at ang mga lingkod ni isboset ay umahon mula sa mahanaim patungo sa gibeon,"Si Abner na anak ni Ner, at ang mga lingkod ni Isboset na anak ni Saul ay pumunta sa Gibeon mula sa Mahanaim.",si abner na anak ni ner at ang mga lingkod ni isboset na anak ni saul ay pumunta sa gibeon mula sa mahanaim,29.446993317305378
Jeremiah,18,11,"Natan sirin, ibagam ed saray totood Juda tan saray taga Jerusalem a walay getmak a sumpaen ira tan ipaparaan koy panusak ed sikara. Ibagam ed sikara a tondaan da lay maoges a panagbilay da—salatan da lay kabibilay da tan bengatlan gagawaen da.",natan sirin ibagam ed saray totood juda tan saray taga jerusalem a walay getmak a sumpaen ira tan ipaparaan koy panusak ed sikara ibagam ed sikara a tondaan da lay maoges a panagbilay dasalatan da lay kabibilay da tan bengatlan gagawaen da,kaya sabihan mo an mga taga juda asin an mga taga jerusalem na igwa ako nin katuyohan laban sainda asin andam akong padusahan sinda sabihan mo sinda na ontokon na ninda an maraot nindang pamumuhay asin bagohon na ninda an saindang mga gawe,kayat sabihin mo sa mga mamamayan ng juda at sa mga naninirahan sa jerusalem ganito ang sabi ng panginoon narito ang aking mga pagiisip ay laban sa kanila at ang aking mga kamay ay laban sa kanila sabihin mo sa kanila hayaan ninyo ang inyong masamang lakad at baguhin ninyo ang inyong mga lakad,"Kaya't ngayon, sabihin mo sa mga kalalakihan ng Juda at sa mga naninirahan sa Jerusalem: ‘Ganito ang sabi ng Panginoon : Ako'y bumubuo ng kasamaan laban sa inyo, at bumabalangkas ng balak laban sa inyo. Manumbalik ang bawat isa sa inyo mula sa kanyang masamang lakad, at baguhin ninyo ang inyong mga lakad at ang inyong mga gawa.’",kayat ngayon sabihin mo sa mga kalalakihan ng juda at sa mga naninirahan sa jerusalem ganito ang sabi ng panginoon  akoy bumubuo ng kasamaan laban sa inyo at bumabalangkas ng balak laban sa inyo manumbalik ang bawat isa sa inyo mula sa kanyang masamang lakad at baguhin ninyo ang inyong mga lakad at ang inyong mga gawa,43.508372970016595
Judges,2,17,"Balet ag da dinengel ira yan pangulo ra. Aliwan matoor iray Israelita ed Katawan tan angigalang ira ed saray arum a diriyos. Inmonur ed saray ganggan na Katawan iray atateng da, balet tinondaan na sayan balon kailalakan so tinmoluk ed Katawan .",balet ag da dinengel ira yan pangulo ra aliwan matoor iray israelita ed katawan tan angigalang ira ed saray arum a diriyos inmonur ed saray ganggan na katawan iray atateng da balet tinondaan na sayan balon kailalakan so tinmoluk ed katawan ,alagad dai ninda dinangog an saindang mga lider dai sinda nagin maimbod sa kagurangnan nagsamba sinda sa mga diosdios kinuyog kan saindang mga ginikanan an mga pagboot nin kagurangnan alagad an bagong henerasyon na ini dai nagkuyog sa kagurangnan ,gayunmay hindi nila pinakinggan ang tinig ng kanilang mga pinuno kundi naglingkod sa ibang mga diyos at iningatan ng kanilang mga ninuno ang tinig ng panginoon gayunmay hindi sila sumunod sa kanya,"Gayunma'y hindi nila pinakinggan ang kanilang mga hukom, kundi sila'y sumamba sa ibang mga diyos, at kanilang niyukuran ang mga iyon. Hindi nagtagal, sila'y lumihis sa daan na nilakaran ng kanilang mga ninuno na sumunod sa mga utos ng Panginoon ; hindi sila sumunod sa kanilang halimbawa.",gayunmay hindi nila pinakinggan ang kanilang mga hukom kundi silay sumamba sa ibang mga diyos at kanilang niyukuran ang mga iyon hindi nagtagal silay lumihis sa daan na nilakaran ng kanilang mga ninuno na sumunod sa mga utos ng panginoon  hindi sila sumunod sa kanilang halimbawa,26.098109661863333
Deuteronomy,5,3,"aliwan diad saray atateng tayo labat, no ag ingen pati diad sikatayon amin a mabilay natan.",aliwan diad saray atateng tayo labat no ag ingen pati diad sikatayon amin a mabilay natan,bako sana sa satong mga magurang kundi sa sato gabos na nabubuhay ngunyan,hindi lamang sa ating mga ninuno kundi sa atin na lahat na nabubuhay sa araw na ito,"Ang tipang ito ay hindi ginawa ng Panginoon sa ating mga ninuno, kundi sa atin, sa ating lahat na nariritong buháy sa araw na ito.",ang tipang ito ay hindi ginawa ng panginoon sa ating mga ninuno kundi sa atin sa ating lahat na nariritong buháy sa araw na ito,33.804778642969765
Jeremiah,34,15,"Agano nin angoman kayoy kanunotan tan ginawa yoy makapaliket ed siak. Nampapakna kayon amin ya ibolus yo ray kapara yon Israelita, tan akisipanan kayo diad arap ko, diad dalem na Timplo a pangigagalangan ed siak.",agano nin angoman kayoy kanunotan tan ginawa yoy makapaliket ed siak nampapakna kayon amin ya ibolus yo ray kapara yon israelita tan akisipanan kayo diad arap ko diad dalem na timplo a pangigagalangan ed siak,bago sanang panahon nagbago kamo nin isip asin ginibo nindo an matanos sa atubangan ko nakipagtipan kamo gabos na talingkasan an saindong kapwa israelita asin nakipagtipan sa atubang ko duman sa templo na sakong pinagsasambahan,ngunit kayoy nagbago ng inyong mga pagiisip at gumawa ng matuwid sa aking paningin kayoy nakipagtipan ng kalayaan sa inyong mga kapatid at kayoy nakipagtipan sa harapan ko sa bahay na ito na tinatawag ko,"Kamakailan lamang ay nagsisi kayo at ginawa ang matuwid sa aking mga mata sa paghahayag ng kalayaan, bawat tao sa kanyang kapwa. At kayo'y nakipagtipan sa harapan ko sa bahay na tinatawag sa aking pangalan.",kamakailan lamang ay nagsisi kayo at ginawa ang matuwid sa aking mga mata sa paghahayag ng kalayaan bawat tao sa kanyang kapwa at kayoy nakipagtipan sa harapan ko sa bahay na tinatawag sa aking pangalan,30.13845792167326
Ezra,8,19,Imbaki ra met si Hasabias tan si Jesaias a kabyangan iray boleg nen Merari; akilad sikaray duamplo ed saray kakanayon da.,imbaki ra met si hasabias tan si jesaias a kabyangan iray boleg nen merari akilad sikaray duamplo ed saray kakanayon da,sinugo man ninda si hasabias asin si jesaias na mga aking lalaki ni merari kaiba an beynteng kaayon kan saindang mga kadugo,at sina hashabias at jeshaias na mga anak ni merari na kasama ang kanilang dalawampung kapatid,"Kasama rin si Hashabias, at pati si Jeshaias mula sa mga anak ni Merari, kasama ang kanyang mga kapatid at kanyang mga anak na lalaki, na dalawampu.",kasama rin si hashabias at pati si jeshaias mula sa mga anak ni merari kasama ang kanyang mga kapatid at kanyang mga anak na lalaki na dalawampu,11.744586323561254
Ezekiel,40,33,"Say kabaleg na saray panagguardiaan ton kuarto, say lolooban ton kuarto, tan saray padir to ed dalem et kapara na kabaleg na saramay walad arum a dalan na puirta. Aliber na saray bintana tan anggan samay lolooban a kuarto. Duamplo tan anem a mitro so karokey to tan labintalon mitro so kaawang to.",say kabaleg na saray panagguardiaan ton kuarto say lolooban ton kuarto tan saray padir to ed dalem et kapara na kabaleg na saramay walad arum a dalan na puirta aliber na saray bintana tan anggan samay lolooban a kuarto duamplo tan anem a mitro so karokey to tan labintalon mitro so kaawang to,an mga kwarto para sa mga bantay an dakulang kwarto asin an mga lanob sa laog pareho man an sukol kan mga nasa ibang trangkahan napapalibotan nin mga bintana asin maski an dakulang kwarto igwa nin sukol na beynte y singko metros an laba asin dose may kabangang metros an lakbang,ang mga silid ng bantay ang mga bulwagan at ang mga haligi niyon ay kagaya ng sukat ng iba at may mga bintana sa palibot at ang haba niyon ay limampung siko at ang luwang ay dalawamput limang siko,"Ang mga silid ng bantay, ang mga haligi niyon, at ang mga bulwagan niyon ay kagaya ng sukat ng iba; at may mga bintana sa palibot at sa mga bulwagan niyon. Limampung siko ang haba at dalawampu't limang siko ang luwang niyon.",ang mga silid ng bantay ang mga haligi niyon at ang mga bulwagan niyon ay kagaya ng sukat ng iba at may mga bintana sa palibot at sa mga bulwagan niyon limampung siko ang haba at dalawamput limang siko ang luwang niyon,61.24071060819722
Mark,6,30,Pinmawil iray apostol ed kinen Jesus tan insalaysay dad sikatoy amin a ginagawa tan imbabangat da.,pinmawil iray apostol ed kinen jesus tan insalaysay dad sikatoy amin a ginagawa tan imbabangat da,nagbalik ki jesus an mga apostol asin inosip saiya an gabos na ginibo saka itinukdo ninda,ang mga apostol ay nagtipuntipon kay jesus at ibinalita sa kanya ang lahat ng mga bagay na kanilang ginawa at itinuro,"At ang mga apostol ay nangagpisan kay Jesus; at isinaysay nila sa kaniya ang lahat ng mga bagay na kanilang ginawa, at ang lahat ng kanilang itinuro.",at ang mga apostol ay nangagpisan kay jesus at isinaysay nila sa kaniya ang lahat ng mga bagay na kanilang ginawa at ang lahat ng kanilang itinuro,43.669225302953585
Mark,4,28,"Say dalin so mamapabaleg tan mamapabunga: ontubon onaan, mambolung, tan diad kaonuran, mambunga.",say dalin so mamapabaleg tan mamapabunga ontubon onaan mambolung tan diad kaonuran mambunga,an daga iyo an nagtatao nin marahay na bunga enot an mga doot dangan an mga bunga,sapagkat ang lupa ay nagbubunga ng mabuti una ang damo pagkatapos ay ang bunga nito,"Sa kaniyang sarili ay nagbubunga ang lupa; una-una'y usbong, saka uhay, pagkatapos ay butil na humihitik sa uhay.",sa kaniyang sarili ay nagbubunga ang lupa unaunay usbong saka uhay pagkatapos ay butil na humihitik sa uhay,7.453337029678027
